index,City,Date,Card Type,Category,Gender,Amount
22418,Chennai,2015-03-22,Signature,Bills,Male,83148
22419,Kolkata,2013-11-27,Signature,Grocery,Male,227657
22420,Jaipur,2015-01-05,Platinum,Grocery,Male,47330
22421,Lucknow,2014-03-02,Signature,Food,Male,186739
22422,Surat,2014-10-17,Signature,Entertainment,Female,90628
22423,Pune,2015-05-22,Silver,Entertainment,Female,151094
22424,Chennai,2014-10-14,Silver,Fuel,Male,211744
22425,Jaipur,2013-11-01,Silver,Entertainment,Male,139154
22426,Kolkata,2014-04-04,Silver,Entertainment,Male,269265
22427,Kolkata,2015-01-13,Gold,Grocery,Female,113897
22428,Jaipur,2014-01-20,Silver,Grocery,Female,47752
22429,Jaipur,2014-05-18,Platinum,Bills,Male,293317
22430,Chennai,2014-10-22,Signature,Grocery,Female,207355
22431,Pune,2015-03-13,Gold,Grocery,Male,163872
22432,Hyderabad,2014-01-27,Signature,Entertainment,Male,22789
22433,Pune,2014-05-31,Signature,Entertainment,Male,38759
22434,Chennai,2013-12-14,Signature,Grocery,Male,182847
22435,Kanpur,2013-11-07,Gold,Fuel,Male,79531
22436,Kanpur,2014-09-12,Signature,Grocery,Male,174115
22437,Kolkata,2013-11-08,Silver,Food,Male,46588
22438,Lucknow,2014-08-15,Gold,Entertainment,Female,169636
22439,Lucknow,2014-12-04,Signature,Grocery,Male,62726
22440,Pune,2015-01-03,Signature,Grocery,Male,60572
22441,Pune,2015-04-12,Signature,Grocery,Female,64730
22442,Kanpur,2014-01-28,Gold,Fuel,Male,67816
22443,Pune,2014-06-24,Gold,Bills,Male,208290
22444,Lucknow,2015-03-22,Platinum,Food,Male,276593
22445,Surat,2013-10-15,Signature,Grocery,Female,141514
22446,Jaipur,2014-02-27,Platinum,Grocery,Male,276801
22447,Jaipur,2013-11-28,Gold,Grocery,Male,127445
22448,Kolkata,2015-05-26,Platinum,Entertainment,Male,69660
22449,Kolkata,2014-04-13,Signature,Grocery,Male,55387
22450,Surat,2013-11-18,Platinum,Fuel,Male,240521
22451,Lucknow,2015-05-06,Signature,Grocery,Male,81553
22452,Hyderabad,2014-04-08,Gold,Fuel,Male,7884
22453,Hyderabad,2014-07-12,Gold,Bills,Male,125721
22454,Chennai,2015-01-01,Gold,Grocery,Male,88517
22455,Pune,2015-04-14,Silver,Bills,Male,82698
22456,Chennai,2014-06-13,Gold,Food,Male,85323
22457,Jaipur,2014-07-11,Silver,Fuel,Male,291882
22458,Lucknow,2014-02-26,Signature,Grocery,Female,75626
22459,Surat,2014-03-16,Silver,Bills,Female,116317
22460,Chennai,2014-03-18,Platinum,Entertainment,Female,256228
22461,Surat,2013-11-11,Platinum,Fuel,Male,17169
22462,Lucknow,2014-08-28,Gold,Food,Male,278661
22463,Kolkata,2015-01-11,Silver,Bills,Male,256130
22464,Chennai,2013-11-05,Silver,Fuel,Male,109083
22465,Kolkata,2014-07-23,Gold,Fuel,Female,279674
22466,Surat,2014-01-14,Signature,Grocery,Male,94036
22467,Kanpur,2013-12-01,Platinum,Bills,Female,219140
22468,Surat,2014-10-21,Silver,Food,Female,241292
22469,Jaipur,2014-09-30,Signature,Grocery,Male,199996
22470,Lucknow,2014-09-11,Platinum,Food,Female,243209
22471,Jaipur,2015-02-03,Signature,Grocery,Female,138278
22472,Pune,2015-05-21,Silver,Fuel,Female,53876
22473,Pune,2014-09-16,Platinum,Entertainment,Female,204492
22474,Pune,2014-02-10,Signature,Food,Male,246446
22475,Jaipur,2014-09-12,Gold,Fuel,Female,224201
22476,Hyderabad,2014-09-27,Silver,Food,Female,89861
22477,Lucknow,2014-12-02,Signature,Entertainment,Male,138889
22478,Jaipur,2013-12-15,Gold,Food,Female,55531
22479,Surat,2015-05-26,Signature,Entertainment,Female,178800
22480,Hyderabad,2014-04-01,Silver,Food,Female,34408
22481,Chennai,2015-05-14,Silver,Food,Male,25255
22482,Kolkata,2014-09-27,Silver,Entertainment,Male,203454
22483,Pune,2014-04-15,Gold,Fuel,Female,66772
22484,Surat,2015-04-15,Signature,Bills,Male,197907
22485,Chennai,2014-03-27,Gold,Grocery,Male,41520
22486,Kanpur,2015-01-25,Gold,Entertainment,Female,36267
22487,Surat,2014-02-19,Gold,Food,Male,149898
22488,Lucknow,2014-03-01,Silver,Fuel,Male,177618
22489,Lucknow,2015-05-26,Signature,Bills,Female,238976
22490,Kanpur,2014-03-06,Platinum,Food,Female,258877
22491,Kolkata,2013-12-27,Platinum,Bills,Male,175257
22492,Hyderabad,2015-02-26,Signature,Food,Female,31579
22493,Hyderabad,2014-08-26,Silver,Entertainment,Female,27340
22494,Jaipur,2014-01-28,Platinum,Grocery,Female,163080
22495,Kolkata,2014-01-12,Platinum,Bills,Female,124896
22496,Kolkata,2014-09-20,Gold,Fuel,Male,113707
22497,Kanpur,2014-12-27,Signature,Food,Female,273415
22498,Jaipur,2015-05-04,Platinum,Bills,Female,185241
22499,Hyderabad,2013-12-04,Silver,Fuel,Male,193400
22500,Chennai,2015-03-19,Signature,Food,Female,95240
22501,Kolkata,2014-02-03,Platinum,Food,Male,231992
22502,Pune,2013-11-28,Signature,Entertainment,Female,6885
22503,Kolkata,2014-08-07,Platinum,Entertainment,Female,124295
22504,Kanpur,2015-02-02,Platinum,Bills,Female,290991
22505,Hyderabad,2014-04-27,Gold,Food,Male,184353
22506,Chennai,2014-04-30,Gold,Food,Male,264205
22507,Kolkata,2015-03-19,Silver,Fuel,Male,144815
22508,Hyderabad,2014-08-12,Platinum,Fuel,Male,24878
22509,Kanpur,2015-04-16,Platinum,Food,Male,240834
22510,Chennai,2014-12-10,Platinum,Bills,Female,232260
22511,Chennai,2014-12-12,Gold,Food,Male,269354
22512,Surat,2014-07-13,Gold,Entertainment,Female,160554
22513,Kanpur,2014-07-27,Silver,Entertainment,Female,108982
22514,Kanpur,2015-01-21,Platinum,Entertainment,Male,255125
22515,Hyderabad,2015-03-30,Platinum,Food,Male,96919
22516,Lucknow,2014-08-12,Signature,Grocery,Female,259118
22517,Hyderabad,2015-03-29,Silver,Bills,Male,61810
22518,Chennai,2014-10-29,Platinum,Food,Male,66859
22519,Jaipur,2014-10-23,Silver,Food,Female,81811
22520,Kanpur,2014-12-18,Signature,Entertainment,Male,95387
22521,Lucknow,2014-09-21,Gold,Food,Female,264231
22522,Kolkata,2014-05-22,Platinum,Grocery,Female,43959
22523,Chennai,2014-01-02,Gold,Food,Male,34875
22524,Kanpur,2015-02-24,Signature,Bills,Male,16242
22525,Jaipur,2014-05-25,Signature,Fuel,Male,77837
22526,Lucknow,2013-11-01,Platinum,Grocery,Male,95735
22527,Lucknow,2015-04-29,Silver,Bills,Male,250606
22528,Chennai,2013-11-04,Silver,Entertainment,Female,232866
22529,Surat,2013-11-05,Silver,Grocery,Male,203446
22530,Hyderabad,2014-07-01,Platinum,Grocery,Female,151460
22531,Kolkata,2014-09-14,Platinum,Entertainment,Female,174473
22532,Kolkata,2014-08-06,Gold,Food,Female,230944
22533,Chennai,2014-03-10,Platinum,Food,Female,136648
22534,Lucknow,2013-11-12,Gold,Grocery,Female,227197
22535,Kanpur,2013-10-07,Platinum,Grocery,Female,222044
22536,Hyderabad,2015-01-17,Silver,Food,Male,184775
22537,Lucknow,2014-07-25,Signature,Entertainment,Female,274755
22538,Kolkata,2015-01-11,Platinum,Entertainment,Female,163413
22539,Kolkata,2014-12-15,Silver,Food,Male,182807
22540,Hyderabad,2013-10-10,Signature,Entertainment,Female,80580
22541,Kolkata,2014-01-02,Silver,Fuel,Male,126312
22542,Pune,2014-12-25,Signature,Food,Female,99295
22543,Hyderabad,2014-11-14,Signature,Fuel,Male,128255
22544,Surat,2014-08-06,Silver,Bills,Female,23341
22545,Lucknow,2015-03-18,Platinum,Fuel,Male,144632
22546,Chennai,2014-05-23,Platinum,Entertainment,Female,210879
22547,Jaipur,2013-12-04,Platinum,Entertainment,Female,84801
22548,Chennai,2014-07-30,Signature,Food,Female,144936
22549,Hyderabad,2014-01-05,Platinum,Grocery,Female,247183
22550,Kanpur,2014-07-29,Platinum,Grocery,Male,51020
22551,Kolkata,2014-04-13,Platinum,Food,Male,81109
22552,Pune,2014-10-17,Silver,Fuel,Female,264007
22553,Hyderabad,2014-06-29,Silver,Grocery,Female,262741
22554,Surat,2014-09-05,Signature,Entertainment,Female,3570
22555,Kolkata,2014-09-29,Gold,Bills,Female,59745
22556,Pune,2014-09-30,Signature,Entertainment,Male,192900
22557,Kanpur,2014-12-18,Silver,Fuel,Male,92470
22558,Lucknow,2014-06-09,Platinum,Bills,Male,237337
22559,Jaipur,2014-12-16,Gold,Bills,Female,214103
22560,Lucknow,2015-05-06,Silver,Fuel,Female,67022
22561,Chennai,2014-12-15,Silver,Food,Male,206525
22562,Hyderabad,2013-12-07,Silver,Fuel,Female,81932
22563,Chennai,2014-04-19,Platinum,Food,Male,41575
22564,Hyderabad,2014-05-30,Signature,Fuel,Male,201830
22565,Surat,2013-11-03,Gold,Entertainment,Male,247769
22566,Surat,2014-10-13,Signature,Entertainment,Female,70545
22567,Jaipur,2014-06-03,Platinum,Entertainment,Female,41969
22568,Jaipur,2015-01-11,Signature,Fuel,Male,279156
22569,Kanpur,2014-12-07,Silver,Bills,Female,230257
22570,Surat,2013-10-26,Platinum,Grocery,Male,78701
22571,Pune,2013-11-19,Platinum,Bills,Male,68804
22572,Kanpur,2015-04-08,Signature,Bills,Male,255662
22573,Jaipur,2013-12-18,Silver,Fuel,Female,181296
22574,Chennai,2015-01-04,Silver,Bills,Female,256806
22575,Jaipur,2015-03-18,Signature,Grocery,Male,185388
22576,Kolkata,2014-01-19,Gold,Grocery,Male,102082
22577,Lucknow,2014-01-27,Silver,Food,Female,21487
22578,Kanpur,2014-05-06,Signature,Entertainment,Male,150418
22579,Kolkata,2014-03-15,Gold,Fuel,Male,107153
22580,Surat,2013-10-25,Platinum,Bills,Female,296802
22581,Kanpur,2015-02-03,Gold,Fuel,Male,216277
22582,Chennai,2014-01-31,Signature,Grocery,Male,133593
22583,Lucknow,2014-07-11,Silver,Entertainment,Male,111850
22584,Chennai,2014-04-03,Platinum,Entertainment,Male,46611
22585,Surat,2014-04-24,Gold,Food,Male,279744
22586,Chennai,2014-02-14,Gold,Fuel,Male,188555
22587,Hyderabad,2014-09-06,Signature,Grocery,Female,18203
22588,Kolkata,2013-10-28,Gold,Grocery,Female,87520
22589,Lucknow,2014-02-13,Silver,Fuel,Male,230025
22590,Jaipur,2014-07-02,Platinum,Grocery,Female,160700
22591,Kolkata,2014-12-30,Signature,Bills,Female,248163
22592,Kolkata,2014-02-12,Platinum,Grocery,Female,100542
22593,Lucknow,2014-12-14,Platinum,Entertainment,Male,228425
22594,Surat,2014-01-22,Silver,Food,Female,158545
22595,Pune,2015-04-27,Silver,Bills,Female,126584
22596,Hyderabad,2015-04-09,Gold,Grocery,Female,19915
22597,Chennai,2014-06-22,Platinum,Food,Female,267835
22598,Pune,2015-03-20,Gold,Fuel,Female,276189
22599,Pune,2015-05-11,Signature,Fuel,Male,85984
22600,Hyderabad,2014-06-26,Silver,Fuel,Female,81125
22601,Pune,2014-07-16,Silver,Bills,Female,102730
22602,Chennai,2015-03-01,Silver,Fuel,Female,5058
22603,Kolkata,2014-06-13,Platinum,Grocery,Male,10323
22604,Kolkata,2014-03-11,Gold,Food,Male,205449
22605,Kanpur,2014-10-10,Signature,Grocery,Female,21377
22606,Hyderabad,2015-02-27,Signature,Fuel,Male,177566
22607,Pune,2014-12-24,Gold,Entertainment,Female,255416
22608,Hyderabad,2014-11-15,Silver,Food,Male,156954
22609,Surat,2013-11-16,Signature,Bills,Male,68379
22610,Lucknow,2014-01-27,Platinum,Grocery,Female,107001
22611,Chennai,2013-11-04,Signature,Food,Female,96305
22612,Kanpur,2014-09-17,Platinum,Entertainment,Male,218070
22613,Pune,2014-01-09,Platinum,Grocery,Male,179389
22614,Chennai,2014-08-02,Gold,Grocery,Male,72018
22615,Kanpur,2014-12-13,Platinum,Food,Male,149470
22616,Chennai,2015-05-01,Silver,Entertainment,Male,251861
22617,Kolkata,2015-02-10,Gold,Entertainment,Male,198373
22618,Surat,2014-01-24,Silver,Grocery,Male,120771
22619,Kolkata,2014-05-07,Platinum,Entertainment,Female,231690
22620,Hyderabad,2014-07-09,Silver,Entertainment,Female,136607
22621,Kanpur,2015-05-22,Gold,Bills,Female,224717
22622,Kolkata,2015-02-15,Signature,Bills,Male,260356
22623,Pune,2015-01-05,Platinum,Food,Female,34549
22624,Chennai,2014-11-04,Silver,Bills,Male,143742
22625,Surat,2015-03-15,Gold,Food,Male,192717
22626,Kanpur,2014-08-09,Platinum,Food,Male,298083
22627,Jaipur,2014-08-01,Gold,Fuel,Female,171956
22628,Jaipur,2015-01-08,Silver,Grocery,Female,125219
22629,Surat,2014-10-21,Platinum,Grocery,Male,274715
22630,Lucknow,2014-06-01,Signature,Entertainment,Female,265053
22631,Surat,2014-08-28,Silver,Entertainment,Female,298130
22632,Kolkata,2014-03-27,Silver,Bills,Female,249712
22633,Pune,2014-11-20,Signature,Food,Male,155175
22634,Lucknow,2014-08-23,Platinum,Fuel,Female,30776
22635,Kanpur,2014-06-16,Platinum,Bills,Male,209041
22636,Hyderabad,2015-02-20,Gold,Entertainment,Female,60661
22637,Hyderabad,2014-10-27,Silver,Bills,Male,155185
22638,Surat,2014-12-11,Signature,Food,Female,119976
22639,Lucknow,2014-04-24,Platinum,Fuel,Female,66006
22640,Kanpur,2013-11-11,Platinum,Fuel,Male,35982
22641,Pune,2015-01-07,Silver,Fuel,Male,107383
22642,Chennai,2014-06-04,Platinum,Fuel,Male,47141
22643,Pune,2014-04-12,Signature,Entertainment,Male,157616
22644,Kanpur,2014-12-09,Gold,Entertainment,Male,218615
22645,Jaipur,2014-12-25,Platinum,Food,Female,118240
22646,Surat,2015-01-07,Platinum,Fuel,Male,4359
22647,Lucknow,2013-10-22,Platinum,Entertainment,Female,249765
22648,Lucknow,2015-05-26,Gold,Grocery,Male,249011
22649,Hyderabad,2014-11-02,Silver,Bills,Female,29597
22650,Chennai,2013-12-05,Gold,Food,Female,143676
22651,Surat,2015-04-11,Silver,Fuel,Male,28903
22652,Kolkata,2013-10-13,Gold,Entertainment,Female,102516
22653,Chennai,2014-07-04,Platinum,Food,Male,239171
22654,Jaipur,2014-07-21,Signature,Grocery,Female,200225
22655,Chennai,2014-10-18,Gold,Food,Male,171568
22656,Lucknow,2015-04-25,Silver,Food,Male,282282
22657,Kolkata,2013-11-23,Signature,Grocery,Male,184255
22658,Surat,2014-07-22,Platinum,Bills,Female,17949
22659,Kolkata,2013-10-16,Silver,Bills,Female,25557
22660,Kolkata,2014-06-23,Signature,Bills,Female,17578
22661,Chennai,2013-11-03,Platinum,Food,Female,188765
22662,Jaipur,2014-09-29,Signature,Entertainment,Male,280266
22663,Kanpur,2014-10-18,Signature,Entertainment,Male,175102
22664,Kanpur,2013-10-27,Platinum,Food,Female,137410
22665,Kolkata,2014-07-28,Gold,Bills,Female,74503
22666,Kolkata,2014-01-06,Platinum,Food,Female,21947
22667,Hyderabad,2014-01-20,Signature,Fuel,Male,229786
22668,Chennai,2014-05-07,Signature,Entertainment,Female,98869
22669,Lucknow,2015-04-08,Platinum,Fuel,Male,155702
22670,Lucknow,2014-11-07,Gold,Fuel,Male,58897
22671,Hyderabad,2014-06-11,Signature,Food,Male,273040
22672,Kolkata,2014-09-15,Signature,Fuel,Male,249437
22673,Surat,2014-06-22,Silver,Entertainment,Female,32922
22674,Surat,2014-07-08,Signature,Bills,Male,22934
22675,Surat,2013-12-31,Silver,Food,Female,77653
22676,Lucknow,2014-01-17,Platinum,Entertainment,Male,284541
22677,Kolkata,2013-10-20,Signature,Grocery,Female,82476
22678,Kanpur,2014-12-24,Silver,Food,Female,254095
22679,Kanpur,2015-03-23,Silver,Fuel,Male,253215
22680,Lucknow,2015-02-06,Platinum,Grocery,Female,168417
22681,Kolkata,2014-10-21,Signature,Grocery,Male,121590
22682,Kolkata,2015-05-24,Platinum,Entertainment,Male,132263
22683,Lucknow,2014-10-19,Signature,Entertainment,Male,187787
22684,Hyderabad,2014-02-12,Platinum,Grocery,Male,223566
22685,Surat,2013-12-24,Silver,Bills,Male,254986
22686,Chennai,2014-12-03,Signature,Food,Male,64647
22687,Chennai,2015-04-14,Gold,Food,Male,20647
22688,Kolkata,2014-05-02,Signature,Entertainment,Female,126699
22689,Kanpur,2014-02-26,Silver,Bills,Female,190246
22690,Surat,2013-12-01,Silver,Entertainment,Male,30956
22691,Pune,2014-03-27,Gold,Grocery,Male,60474
22692,Surat,2014-07-14,Platinum,Food,Female,92100
22693,Kolkata,2015-01-31,Silver,Entertainment,Female,229840
22694,Pune,2014-01-03,Silver,Fuel,Female,262412
22695,Hyderabad,2014-01-31,Platinum,Entertainment,Female,78845
22696,Hyderabad,2014-02-13,Silver,Entertainment,Male,216726
22697,Jaipur,2014-03-19,Silver,Grocery,Female,275012
22698,Surat,2013-12-08,Silver,Bills,Male,191728
22699,Kolkata,2014-01-15,Signature,Entertainment,Male,278066
22700,Kanpur,2014-01-27,Platinum,Fuel,Male,44802
22701,Chennai,2014-12-28,Signature,Entertainment,Male,174919
22702,Pune,2015-05-11,Platinum,Food,Female,197901
22703,Pune,2015-05-12,Silver,Food,Female,147647
22704,Chennai,2014-07-04,Signature,Bills,Male,127500
22705,Kolkata,2014-08-31,Silver,Grocery,Male,50065
22706,Kanpur,2015-02-03,Platinum,Entertainment,Female,71908
22707,Surat,2014-04-14,Signature,Bills,Female,5658
22708,Lucknow,2013-11-23,Platinum,Entertainment,Female,248636
22709,Surat,2015-02-12,Platinum,Fuel,Female,161263
22710,Hyderabad,2014-05-12,Signature,Bills,Male,295601
22711,Pune,2013-10-30,Signature,Food,Male,196248
22712,Kolkata,2014-08-06,Gold,Food,Female,248405
22713,Kolkata,2015-05-03,Signature,Grocery,Female,22278
22714,Chennai,2014-06-30,Platinum,Food,Male,173733
22715,Jaipur,2014-08-27,Silver,Entertainment,Male,52469
22716,Lucknow,2015-03-02,Gold,Grocery,Male,126017
22717,Chennai,2014-02-16,Gold,Grocery,Female,106602
22718,Kolkata,2015-02-20,Platinum,Grocery,Male,4514
22719,Chennai,2015-01-13,Platinum,Grocery,Male,196796
22720,Surat,2014-04-22,Gold,Entertainment,Female,180976
22721,Kolkata,2015-05-08,Silver,Grocery,Female,278394
22722,Pune,2014-08-19,Gold,Fuel,Male,147385
22723,Jaipur,2014-11-02,Silver,Food,Male,30722
22724,Kanpur,2014-11-08,Silver,Entertainment,Male,50710
22725,Chennai,2014-11-15,Signature,Fuel,Male,158976
22726,Pune,2013-10-22,Platinum,Fuel,Female,102912
22727,Kolkata,2013-12-03,Silver,Grocery,Female,127893
22728,Hyderabad,2014-02-21,Platinum,Food,Male,290235
22729,Surat,2014-06-06,Signature,Bills,Male,22713
22730,Surat,2014-03-03,Gold,Entertainment,Female,124176
22731,Lucknow,2014-02-03,Signature,Food,Female,2280
22732,Kanpur,2014-04-06,Platinum,Grocery,Female,135926
22733,Pune,2014-10-17,Platinum,Food,Female,147966
22734,Kanpur,2015-04-02,Platinum,Food,Male,101880
22735,Surat,2013-10-25,Signature,Grocery,Male,164309
22736,Kolkata,2014-09-23,Silver,Entertainment,Female,21205
22737,Chennai,2015-05-08,Signature,Fuel,Male,95115
22738,Lucknow,2015-01-30,Signature,Grocery,Male,58230
22739,Surat,2014-04-23,Silver,Bills,Female,131740
22740,Kanpur,2013-10-14,Gold,Grocery,Male,219728
22741,Pune,2013-12-26,Signature,Grocery,Female,185954
22742,Chennai,2015-01-07,Platinum,Entertainment,Male,44745
22743,Jaipur,2014-07-29,Signature,Grocery,Female,199534
22744,Chennai,2015-04-21,Gold,Grocery,Female,184547
22745,Hyderabad,2014-01-26,Signature,Fuel,Female,3228
22746,Surat,2015-03-20,Gold,Grocery,Male,152620
22747,Kolkata,2014-05-05,Signature,Bills,Female,202324
22748,Jaipur,2015-03-23,Silver,Grocery,Male,226731
22749,Kanpur,2013-12-15,Gold,Entertainment,Male,128035
22750,Kolkata,2015-02-28,Signature,Fuel,Male,223362
22751,Hyderabad,2013-10-30,Platinum,Entertainment,Male,228911
22752,Lucknow,2015-01-13,Signature,Fuel,Female,127339
22753,Kanpur,2014-11-08,Signature,Bills,Female,185027
22754,Surat,2013-10-30,Platinum,Grocery,Female,29981
22755,Kanpur,2014-01-17,Signature,Bills,Female,13080
22756,Pune,2014-08-02,Platinum,Food,Male,28972
22757,Surat,2014-09-29,Gold,Entertainment,Female,117623
22758,Hyderabad,2014-08-18,Gold,Entertainment,Male,14680
22759,Hyderabad,2014-02-17,Gold,Entertainment,Male,102587
22760,Chennai,2015-03-26,Silver,Bills,Female,123612
22761,Jaipur,2014-06-13,Gold,Entertainment,Female,253030
22762,Pune,2014-02-22,Signature,Bills,Male,194234
22763,Jaipur,2014-05-13,Silver,Entertainment,Male,69962
22764,Kanpur,2015-01-05,Signature,Food,Male,292921
22765,Chennai,2014-01-06,Gold,Bills,Male,226446
22766,Kolkata,2014-03-06,Silver,Entertainment,Female,162939
22767,Kanpur,2014-10-12,Silver,Grocery,Male,34260
22768,Kanpur,2014-07-29,Gold,Fuel,Female,96231
22769,Kanpur,2015-02-16,Platinum,Food,Male,125580
22770,Hyderabad,2014-06-11,Signature,Grocery,Female,106916
22771,Kolkata,2014-06-03,Gold,Bills,Male,172365
22772,Lucknow,2014-06-15,Gold,Fuel,Female,20991
22773,Kanpur,2014-09-27,Gold,Food,Female,106522
22774,Surat,2015-01-23,Silver,Fuel,Female,168596
22775,Chennai,2013-12-23,Platinum,Grocery,Male,240184
22776,Pune,2014-12-13,Silver,Food,Male,126506
22777,Jaipur,2014-10-17,Signature,Fuel,Female,275546
22778,Chennai,2013-12-04,Gold,Grocery,Male,92169
22779,Lucknow,2015-02-26,Gold,Grocery,Male,89707
22780,Hyderabad,2014-05-25,Signature,Bills,Female,113739
22781,Lucknow,2015-03-19,Signature,Entertainment,Male,99230
22782,Hyderabad,2014-04-14,Silver,Entertainment,Male,104747
22783,Hyderabad,2014-07-24,Signature,Grocery,Male,32846
22784,Hyderabad,2014-10-04,Gold,Bills,Male,44011
22785,Pune,2014-09-28,Gold,Fuel,Female,90157
22786,Hyderabad,2014-05-23,Silver,Bills,Female,128521
22787,Lucknow,2014-04-11,Silver,Bills,Male,215635
22788,Jaipur,2015-05-10,Gold,Entertainment,Male,144014
22789,Lucknow,2013-12-29,Gold,Bills,Male,26941
22790,Kanpur,2013-12-21,Gold,Entertainment,Female,68452
22791,Kolkata,2013-12-07,Signature,Food,Male,238336
22792,Chennai,2014-10-20,Gold,Food,Female,62724
22793,Surat,2014-06-05,Gold,Grocery,Male,49536
22794,Hyderabad,2014-11-25,Signature,Grocery,Female,163388
22795,Kolkata,2014-04-06,Silver,Bills,Female,105703
22796,Lucknow,2013-11-06,Gold,Food,Male,240925
22797,Kolkata,2014-10-20,Platinum,Bills,Male,22632
22798,Lucknow,2015-02-03,Signature,Grocery,Female,60436
22799,Lucknow,2014-09-09,Silver,Entertainment,Male,92819
22800,Lucknow,2014-09-07,Gold,Grocery,Male,193488
22801,Surat,2015-02-27,Silver,Fuel,Female,148001
22802,Kanpur,2014-10-14,Platinum,Bills,Male,75870
22803,Kanpur,2013-12-05,Platinum,Entertainment,Female,54345
22804,Pune,2013-10-13,Signature,Food,Female,159661
22805,Chennai,2015-03-13,Platinum,Food,Female,141006
22806,Jaipur,2015-04-07,Signature,Fuel,Male,285256
22807,Surat,2014-09-06,Platinum,Grocery,Female,103288
22808,Lucknow,2014-07-07,Gold,Bills,Female,182343
22809,Chennai,2014-08-26,Silver,Entertainment,Female,49019
22810,Surat,2014-11-22,Gold,Fuel,Male,237149
22811,Kanpur,2013-10-10,Silver,Entertainment,Male,184786
22812,Pune,2014-08-06,Gold,Bills,Female,128953
22813,Pune,2013-12-03,Platinum,Grocery,Male,199535
